EmployeeNumber,Gender,City,JobTitle,Age,LengthService,AbsentHours,AbsentRate
2350,0,Port Coquitlam,Meat Cutter,45.12740158,3.266638218,79.40464916,3.8175312096153853
2351,0,Burnaby,Produce Clerk,43.20320128,3.650553724,60.838027,2.9249051442307694
2352,0,Victoria,Meat Cutter,52.27819787,4.227595389,177.5081277,8.534044600961538
2353,1,Lower Post,Dairy Person,37.18015149,5.750827252,0.0,0.0
2354,0,Nanaimo,Meat Cutter,31.05218593,2.096268918,10.39531094,0.4997745644230769
2355,0,Sidney,Meat Cutter,43.64133751,5.290857987,77.78410405,3.7396203870192304
2356,1,Victoria,Meat Cutter,38.11438009,4.959258113,10.13058747,0.48704747451923075
2357,0,North Pender Island,Meat Cutter,19.57376118,7.181646622,0.0,0.0
2358,1,New Westminster,Meat Cutter,51.9724179,3.665588178,71.32133711,3.428910437980769
2359,1,Victoria,Meat Cutter,48.54521851,4.423226617,35.37735781,1.700834510096154
2360,0,Nanaimo,Meat Cutter,36.6334234,4.200707068,25.03217665,1.20347003125
2361,0,Aldergrove,Customer Service Manager,63.48192751,3.286228121,194.6530974,9.358321990384615
2362,1,Surrey,Meat Cutter,40.70504192,4.365757756,50.16281598,2.4116738451923077
2363,1,Burnaby,Produce Clerk,41.82018794,4.592283312,20.51021197,0.9860678831730769
2364,0,Trail,Meat Cutter,36.71512177,3.114322522,24.47078111,1.1764798610576923
2365,0,South Slocan,Meat Cutter,41.34163729,2.092233924,110.8983672,5.331652269230769
2366,0,Vancouver,Dairy Person,29.48386473,2.603607605,0.0,0.0
2367,0,Vancouver,Dairy Person,48.91303081,4.629445723,132.0560976,6.348850846153846
2368,0,Kelowna,Meat Cutter,40.19695518,2.750675856,43.99982612,2.115376255769231
2369,1,Prince George,Meat Cutter,38.66949691,6.845442958,26.15767193,1.25758038125
2370,0,Port Coquitlam,Meat Cutter,40.96521125,4.595396901,68.68931283,3.302370809134616
2371,1,Vancouver,Dairy Person,34.75591597,5.964331987,58.89528417,2.831504046634615
2372,0,Cranbrook,Meat Cutter,41.45050997,4.653862751,0.0,0.0
2373,0,Vancouver,Dairy Person,44.28577271,4.591638586,39.02643188,1.8762707634615385
2374,1,Chilliwack,Meat Cutter,38.87828158,1.787990047,55.23630055,2.655591372596154
2375,1,Victoria,Meat Cutter,37.97857406,4.295323179,52.46032746,2.5221311278846152
2376,0,Aldergrove,Meat Cutter,46.55931937,1.71009023,73.41098698,3.5293743740384618
2377,0,Whistler,Meat Cutter,27.29734519,2.785745342,34.12260208,1.6405097153846155
2378,0,Trail,Meat Cutter,43.14054939,4.561994201,84.71145991,4.072666341826923
2379,1,North Vancouver,Customer Service Manager,54.11208199,3.835056628,108.3750014,5.210336605769231
2380,1,Ocean Falls,Dairy Person,45.81223612,4.406593377,76.1343984,3.660307615384615
2381,0,New Westminster,Meat Cutter,62.71839721,5.264764801,206.0169876,9.904662865384616
2382,0,Vancouver,Dairy Person,41.78383301,5.330955912,40.9894174,1.9706450673076925
2383,1,Victoria,Meat Cutter,53.74158432,5.387853812,91.49871379,4.39897662451923
2384,0,Penticton,Meat Cutter,28.42742657,7.786897086,0.0,0.0
2385,0,Victoria,Meat Cutter,18.3707418,4.644051119,0.0,0.0
2386,0,New Westminster,Meat Cutter,18.94093931,4.863355102,0.0,0.0
2387,0,Campbell River,Meat Cutter,44.28449188,3.99078245,122.5904415,5.8937712259615385
2388,0,New Westminster,Meat Cutter,43.05655873,6.15702126,63.08759617,3.033057508173077
2389,1,Victoria,Meat Cutter,36.22980432,3.725718988,3.850179713,0.1851047938942308
2390,0,Langley,Meat Cutter,39.45656142,4.831480329,92.41546781,4.443051337019231
2391,0,Victoria,Meat Cutter,48.96631006,4.898266664,52.10844834,2.5052138625
2393,0,Richmond,Meat Cutter,43.39935924,2.649267974,80.28581506,3.8598949548076926
2394,0,New Westminster,Meat Cutter,54.45570531,2.349947484,136.7379033,6.573937658653846
2395,0,Victoria,Meat Cutter,32.70916051,5.859896709,0.0,0.0
2396,0,Creston,Meat Cutter,22.32131367,4.706749828,0.0,0.0
2397,1,Tofino,Meat Cutter,35.18989874,3.525257679,32.74981953,1.5745105543269233
2398,1,Burnaby,Meat Cutter,39.29223672,3.835271171,1.822070306,0.0875995339423077
2399,1,Victoria,Meat Cutter,34.44132019,3.428121728,0.0,0.0
2400,0,Kamloops,Meat Cutter,23.41139134,6.453361185,0.0,0.0
2401,1,Vancouver,Dairy Person,46.87577048,5.012913451,59.71386281,2.8708587889423076
2402,1,Yahk,Meat Cutter,26.5586833,4.305447958,0.0,0.0
2403,1,Ashcroft,Meat Cutter,33.00156563,5.328403258,29.09567889,1.3988307158653845
2404,1,Grasmere,Meat Cutter,49.25281256,3.441940869,64.6671247,3.1089963798076927
2405,1,Elko,Meat Cutter,37.05691752,4.791856987,26.10126718,1.254868614423077
2406,0,Salmon Arm,Meat Cutter,40.92133683,3.564493881,74.14855307,3.564834282211539
2407,1,Parksville,Meat Cutter,52.03631594,4.504141454,103.7638111,4.988644764423077
2408,1,Vancouver,Dairy Person,40.59660782,2.589039118,22.74670944,1.0935918
2409,0,Vancouver,Dairy Person,47.02796075,7.090166231,100.0915909,4.812095716346154
2411,0,Sechelt,Dairy Person,33.40302591,4.959506665,38.04654445,1.8291607908653844
2412,0,Kitimat,Dairy Person,61.0905047,3.076040372,196.4892331,9.446597745192307
2413,1,Vancouver,Dairy Person,42.32351345,5.354958552,22.51024729,1.082223427403846
2414,1,Creston,Meat Cutter,33.71778895,5.60076739,0.0,0.0
2415,1,Nanaimo,Meat Cutter,38.99556616,6.417756337,11.967001,0.5753365865384615
2416,1,Richmond,Meat Cutter,31.82982298,3.638553106,62.52163605,3.0058478870192307
2417,0,Pitt Meadows,Meat Cutter,41.93051371,2.703356552,97.79442996,4.701655286538461
2418,1,Abbotsford,Meat Cutter,53.06586353,2.779272467,88.5964429,4.259444370192308
2419,0,Fort St John,Dairy Person,42.98158646,4.004550623,82.21069717,3.952437363942308
2420,1,Victoria,Meat Cutter,50.1897772,6.056223845,82.89449583,3.9853122995192307
2421,0,Comox,Meat Cutter,29.9663185,6.123293068,0.0,0.0
2422,1,Burnaby,Produce Clerk,38.98214857,4.44361455,24.71116845,1.1880369447115384
2424,1,Fruitvale,Meat Cutter,55.46015842,4.754893629,109.3747727,5.258402533653846
2425,0,Vancouver,Dairy Person,35.30205314,5.729325784,12.9144765,0.6208882932692308
2426,1,Victoria,Meat Cutter,57.41623853,2.122491884,86.99247005,4.1823302908653845
2427,0,Vancouver,Dairy Person,45.670498,4.141667037,105.1509084,5.0553321346153846
2428,0,Vancouver,Dairy Person,53.84931419,5.762354655,152.8014639,7.346224225961538
2429,1,Winfield,Meat Cutter,19.56640447,1.890296283,0.0,0.0
2430,1,New Westminster,Meat Cutter,47.36298801,3.825344918,90.51387035,4.351628382211539
2431,1,Hope,Meat Cutter,40.07762086,4.813417892,58.87250221,2.830408760096154
2432,1,Kaslo,Meat Cutter,46.93852675,5.821092133,135.8722271,6.532318610576923
2433,1,Cranbrook,Meat Cutter,38.59808561,7.173634542,4.252795686,0.2044613310576923
2434,0,Port Coquitlam,Meat Cutter,52.98397758,3.26190697,102.5851786,4.931979740384616
2435,1,Lakeview Heights,Meat Cutter,60.96245332,6.771241092,119.4110768,5.740917153846154
2436,1,Surrey,Meat Cutter,29.1268861,4.137514059,0.0,0.0
2438,1,Sechelt,Meat Cutter,34.53124097,4.24775651,0.0,0.0
2439,1,Vancouver,Dairy Person,50.28304951,2.443153481,118.8115223,5.71209241826923
2440,0,Grasmere,Meat Cutter,38.83111581,2.933198999,49.85762085,2.3970010024038464
2441,0,Kelowna,Meat Cutter,35.27030356,3.383449791,17.39617541,0.8363545870192309
2442,1,Christina Lake,Meats Manager,30.40369244,6.76271727,0.0,0.0
2443,1,Cluculz Lake,Meat Cutter,48.59094095,7.05795262,106.5923521,5.1246323125
2444,1,Richmond,Meat Cutter,40.19492049,4.209131552,62.15569096,2.988254373076923
2445,1,Vancouver,Dairy Person,26.57809159,4.573378302,0.0,0.0
2446,0,Vancouver,Dairy Person,52.09529645,6.222004259,86.35361291,4.151616005288461
2447,1,Agassiz,Meat Cutter,48.86967875,5.214125856,93.93722484,4.516212732692307
2448,1,Squamish,Meat Cutter,34.02876816,5.718956037,0.0,0.0
2449,0,Richmond,Meat Cutter,54.51277924,6.289814922,114.206911,5.490716875
2450,1,Creston,Meat Cutter,42.04584831,3.027659264,50.24628665,2.415686858173077
2451,1,Burnaby,Produce Clerk,34.70078547,6.558198657,32.92718162,1.5830375778846155
2452,0,New Westminster,Meat Cutter,47.02059216,4.967776557,114.6352878,5.5113119134615385
2453,0,Pitt Meadows,Produce Clerk,31.08497307,6.562908786,0.0,0.0
2454,1,Quesnel,Meat Cutter,41.23497465,7.911594161,31.68723253,1.5234246408653844
2455,0,North Vancouver,Meat Cutter,39.20275924,4.146256281,48.82608124,2.3474077519230767
2456,0,Prince George,Meat Cutter,44.56246416,5.818511743,72.47544631,3.4843964572115382
2457,1,Burnaby,Produce Clerk,54.60797633,3.572731821,127.7357751,6.141143033653846
2458,1,Langley,Meat Cutter,44.33033537,3.357398761,105.6306681,5.078397504807692
2459,1,Victoria,Meat Cutter,21.09554448,4.881879832,0.0,0.0
2460,1,Pouce Coupe,Dairy Person,36.03829516,5.334154228,21.72918034,1.0446721317307692
2461,1,Surrey,Meat Cutter,35.50469759,0.281693343,12.0490491,0.5792812067307692
2462,1,West Vancouver,Meat Cutter,24.46826391,5.093536496,0.0,0.0
2463,0,Kelowna,Meat Cutter,26.76095443,8.839004783,0.0,0.0
2464,0,Fort St John,Dairy Person,38.84366156,4.071624796,6.224169925,0.2992389387019231
2465,1,Haney,Dairy Person,37.40344319,8.051758975,25.75855048,1.23839185
2466,0,Vancouver,Dairy Person,33.49277044,5.215094317,35.97802199,1.729712595673077
2467,0,Victoria,Meat Cutter,41.59085689,5.377995393,52.48797021,2.52346010625
2468,0,Richmond,Meat Cutter,37.94396213,6.325674166,27.12939376,1.3042977769230768
2469,0,Oliver,Meat Cutter,38.94678587,1.061191357,56.55315512,2.7189016884615382
2470,1,Victoria,Meat Cutter,40.48468313,5.18180415,43.60275744,2.0962864153846152
2471,1,Vancouver,Dairy Person,18.98855173,3.815014412,0.0,0.0
2472,1,Vancouver,Dairy Person,32.37899666,2.191704893,0.0,0.0
2473,0,Victoria,Meat Cutter,50.81535067,3.611707023,116.5407271,5.602919572115384
2474,1,Black Pool,Shelf Stocker,45.11386846,4.448453398,45.67785346,2.1960506471153844
2475,0,Vancouver,Dairy Person,25.43532337,2.863582623,33.92938914,1.631220631730769
2476,0,Victoria,Meat Cutter,46.151007,5.505385089,95.24974675,4.579314747596154
2477,1,Vancouver,Dairy Person,34.8310761,4.133267899,53.42515769,2.568517196634615
2478,0,Burnaby,Meat Cutter,35.87737706,8.484805644,72.24784897,3.4734542774038464
2479,0,Abbotsford,Meat Cutter,37.32190708,4.435317817,48.96219855,2.3539518533653845
2480,1,Williams Lake,Meat Cutter,45.0050753,4.008363231,55.50535101,2.6685264908653847
2481,1,Vancouver,Dairy Person,45.74878589,5.973674687,34.76286615,1.671291641826923
2482,1,North Vancouver,Meat Cutter,51.08552267,4.272939913,131.5737586,6.325661471153846
2483,0,Victoria,Meat Cutter,54.79567506,5.004580347,145.6088084,7.00042348076923
2484,0,Gibsons,Dairy Person,29.76410783,4.24189606,1.65880336,0.07975016153846154
2485,1,Burnaby,Baker,25.6254045,2.071793644,30.69249163,1.4756005591346153
2486,0,Victoria,Meat Cutter,49.29992812,4.94006415,111.4839822,5.3598068365384615
2487,1,Burnaby,Baker,36.36691048,2.218496065,0.303980077,0.014614426778846154
2488,0,Avola,Meat Cutter,25.74275786,2.976013562,0.0,0.0
2489,0,Surrey,Meat Cutter,43.04505577,3.290665483,80.27278074,3.8592683048076926
2490,1,Duncan,Dairy Person,43.7462215,3.192632125,56.73197037,2.727498575480769
2491,0,Kelowna,Meat Cutter,33.45715381,6.632843455,18.61803783,0.8950979725961539
2492,1,Chilliwack,Meat Cutter,56.34884381,4.570493385,147.6430299,7.098222591346154
2493,1,Avola,Meat Cutter,35.82328579,3.447912349,25.11015408,1.2072189461538463
2494,0,Vernon,Produce Clerk,41.25320531,2.652803496,84.5789616,4.066296230769231
2495,0,Vancouver,Dairy Person,52.87929289,4.839350075,134.1341857,6.448758927884615
2496,0,Nelson,Meat Cutter,62.15004127,4.689213885,197.0376731,9.472965052884616
2497,1,Skookumchuck,Meat Cutter,33.34756273,4.427255709,4.951835777,0.23806902774038463
2498,1,Cranbrook,Meat Cutter,45.3295969,3.356056568,71.14981728,3.420664292307692
2499,0,Vancouver,Dairy Person,48.68898087,3.193243434,69.72078952,3.3519610346153845
2500,0,Williams Lake,Meat Cutter,28.37606012,5.784596709,0.0,0.0
2501,0,Chilliwack,Meat Cutter,27.72635402,5.702352558,0.0,0.0
2502,1,Vancouver,Dairy Person,55.52445816,4.003482814,126.5030525,6.081877524038461
2503,1,Victoria,Meat Cutter,47.89620729,5.733050486,78.88333526,3.792468041346154
2504,1,Kelowna,Meat Cutter,44.28549074,6.291814328,75.19291454,3.615043968269231
2505,0,Prince George,Meat Cutter,38.90497802,4.583780868,54.08939347,2.6004516091346153
2506,0,Surrey,Meat Cutter,46.24403275,4.508562488,60.86821313,2.926356400480769
2507,1,Vancouver,Dairy Person,27.20365391,4.500767083,1.461628364,0.07027059442307693
2508,0,Victoria,Meat Cutter,32.40902712,3.849324552,0.0,0.0
2509,1,Burnaby,Baker,43.9696198,7.196701895,47.17618961,2.268086038942308
2510,0,Fort Fraser,Meat Cutter,38.06426309,3.90088165,83.28569009,4.004119715865385
2511,1,Vancouver,Dairy Person,30.72702554,4.718018062,0.0,0.0
2512,1,Seton Portage,Meat Cutter,43.45649849,4.233643096,42.10763421,2.0244054908653846
2513,1,Vancouver,Dairy Person,37.54056214,6.845247394,70.91827831,3.4095326110576925
2514,1,Port Coquitlam,Meat Cutter,47.79158062,3.343355463,97.68943865,4.696607627403846
2515,1,Victoria,Meat Cutter,51.16009494,7.342049572,113.300241,5.447126971153846
2516,0,Victoria,Meat Cutter,43.73068702,7.122273627,68.11835463,3.2749208956730764
2517,0,Brackendale,Meat Cutter,51.17652696,3.140192292,139.9284825,6.727330889423078
2518,0,Whistler,Meat Cutter,27.27421672,4.220411884,31.26373052,1.5030639673076922
2519,1,Kelowna,Meat Cutter,42.14981057,5.810115053,66.31198352,3.188076130769231
2520,0,Vancouver,Dairy Person,42.43675782,3.353057649,67.95899917,3.2672595754807694
2521,1,Victoria,Meat Cutter,42.09234019,2.524448591,21.51625404,1.0344352903846155
2522,0,Campbell River,Meat Cutter,28.72535854,4.351876668,9.889106337,0.4754378046634615
2523,1,Victoria,Meat Cutter,43.81763613,2.437374677,55.11530792,2.649774419230769
2524,0,Princeton,Store Manager,41.93009928,2.532946104,78.56144157,3.776992383173077
2525,1,Bamfield,Meat Cutter,40.27883738,6.922776549,21.56417379,1.036739124519231
2526,0,Richmond,Meat Cutter,39.86377001,4.573204672,38.59714997,1.8556322100961538
2527,0,North Vancouver,Meat Cutter,37.96137323,2.172649793,51.88328896,2.4943888923076925
2528,0,Chilanko Forks,Meat Cutter,33.99686973,1.126471554,32.96064121,1.5846462120192306
2529,1,Balfour,Dairy Person,57.40726824,8.423562487,102.8060145,4.942596850961539
2530,0,Vancouver,Dairy Person,46.62572276,4.709205979,56.63276865,2.722729262019231
2531,1,Cranbrook,Meat Cutter,21.02922645,2.888395496,0.0,0.0
2532,0,Prince George,Meat Cutter,31.60046578,5.05366063,0.0,0.0
2533,1,Parksville,Meat Cutter,29.29626454,3.812514201,0.0,0.0
2534,1,Vancouver,Dairy Person,55.45753196,3.934867025,84.76413736,4.075198911538462
2535,1,Salmon Arm,Meat Cutter,43.56689659,5.443338227,38.78075828,1.864459532692308
2536,0,New Westminster,Meat Cutter,47.54432693,4.859998614,81.78998271,3.9322107072115386
2537,0,Dragon Lake,Meat Cutter,38.95120473,4.158828775,48.79201599,2.3457699995192307
2538,1,Abbotsford,Meat Cutter,30.7501954,4.121952789,0.0,0.0
2539,1,Burnaby,Baker,35.81662859,5.908225853,12.12585691,0.5829738899038461
2540,0,Gibsons,Dairy Person,39.22416251,4.212260906,35.34472889,1.6992658120192308
2541,0,Fort St John,Meat Cutter,48.55306903,2.639920997,77.39743352,3.721030457692308
2542,1,Sooke,Meat Cutter,33.62919905,2.670997132,15.49362738,0.7448859317307692
2543,1,Langley,Meat Cutter,42.19773002,3.724982817,87.68457808,4.2156047153846155
2544,0,Fort Langley,Meat Cutter,45.49093169,5.804954673,88.51000999,4.255288941826922
2545,0,Vancouver,Dairy Person,46.61958347,3.003932665,68.61956129,3.2990173697115384
2546,1,Nanaimo,Meat Cutter,46.87621234,5.820704197,82.84953225,3.983150588942307
2547,1,Vancouver,Dairy Person,31.64742234,2.681744516,0.0,0.0
2548,0,Invermere,Meat Cutter,35.12322249,4.720668133,9.606417652,0.4618470025
2549,1,Skookumchuck,Meat Cutter,38.26531118,2.482933787,31.507001,1.5147596634615383
2550,0,Victoria,Meat Cutter,43.45256681,4.840168467,40.41958431,1.9432492456730768
2551,0,Vancouver,Dairy Person,45.34526323,4.469219571,82.42423853,3.9627037754807692
2552,1,Fort Nelson,Produce Manager,39.47992318,5.657017216,42.46184239,2.0414347302884615
2553,0,Mackenzie,Meat Cutter,56.73281072,5.48727492,137.4688619,6.609079899038461
2554,1,Vancouver,Dairy Person,43.67543867,5.238041845,57.0594576,2.743243153846154
2555,0,Richmond,Meat Cutter,33.39483969,6.542780358,0.0,0.0
2556,0,Chilliwack,Meat Cutter,52.88656025,4.019141988,95.13877327,4.5739794841346155
2557,1,Oyster River,Meat Cutter,25.64256768,2.579771518,22.4190437,1.0778386394230768
2558,0,Surrey,Meat Cutter,35.36096731,5.090101665,32.01546378,1.5392049894230768
2559,0,Whistler,Meat Cutter,42.80531578,4.728290698,82.89622473,3.9853954197115384
2560,1,New Westminster,Meat Cutter,45.13614214,5.659539276,71.15281378,3.4208083548076926
2561,1,Vancouver,Dairy Person,53.40460678,3.756759273,64.10008444,3.081734828846154
2562,0,Kamloops,Meat Cutter,40.37327014,1.207391575,79.79356901,3.836229279326923
2563,0,New Westminster,Meat Cutter,53.95574609,5.11852293,130.4362428,6.270973211538462
2564,1,Chilliwack,Meat Cutter,42.84030667,5.019296679,73.26889421,3.522542990865385
2565,0,Vancouver,Dairy Person,46.11157068,4.703576207,153.1397114,7.362486125
2566,1,Nelson,Processed Foods Manager,36.75157745,3.179076623,53.15516851,2.555536947596154
2567,0,Nanaimo,Meat Cutter,23.29213324,4.432918931,0.0,0.0
2568,0,Courtenay,Meat Cutter,41.1808265,6.052127691,68.09234385,3.2736703774038465
2569,0,Vancouver,Dairy Person,31.36730865,4.004824282,0.0,0.0
2570,0,Langley,Meat Cutter,45.87422181,4.616680209,77.91161975,3.745750949519231
2571,0,Duncan,Meat Cutter,34.9407919,7.037596338,6.620843728,0.3183097946153846
2572,0,Golden,Meat Cutter,35.16080821,3.668518112,9.558679491,0.45955189860576917
2573,1,Woss,Meat Cutter,24.54615621,5.167233029,0.0,0.0
2574,1,Nanaimo,Meat Cutter,31.70966628,3.314700991,56.81740007,2.731605772596154
2575,0,Rutland,Meat Cutter,39.23949284,4.825295839,71.17447028,3.4218495326923075
2576,1,Victoria,Meat Cutter,47.29062097,5.223112601,91.28597396,4.388748748076924
2577,0,Chilliwack,Meat Cutter,38.45880564,6.992060405,0.0,0.0
2579,0,Richmond,Dairy Person,37.73348677,4.004312489,59.63884483,2.8672521552884613
2580,0,Vancouver,Dairy Person,39.89188323,1.766600113,51.5270002,2.4772596250000003
2581,1,Surrey,Meat Cutter,34.34749417,4.437775873,18.81294448,0.9044684846153845
2582,1,Cassiar,Meat Cutter,22.51415219,2.961018673,0.0,0.0
2583,1,Vancouver,Shelf Stocker,54.02693396,4.918944501,133.1636749,6.402099754807692
2584,0,Squamish,Meat Cutter,46.84458506,6.390188293,113.5585217,5.459544312499999
2585,1,Yale,Meat Cutter,49.56575051,5.623541531,127.8602129,6.147125620192307
2586,0,Victoria,Meat Cutter,39.78020301,3.559903106,80.7288689,3.8811956201923077
2587,1,Whistler,Meat Cutter,26.25249913,5.298144692,0.0,0.0
2588,0,Vancouver,Dairy Person,50.49493564,4.364766189,118.452088,5.694811923076924
2589,1,Abbotsford,Meat Cutter,33.37786411,4.972851197,24.57007252,1.1812534865384616
2590,1,Prince George,Meat Cutter,44.22460782,2.948692983,57.14367231,2.747291937980769
2591,0,Vancouver,Dairy Person,21.75384823,5.00132747,0.0,0.0
2592,1,Vancouver,Shelf Stocker,31.11974901,4.307865922,0.0,0.0
2593,1,New Westminster,Meat Cutter,61.50588629,4.058463683,124.2526674,5.973685932692308
2594,1,Victoria,Meat Cutter,22.88958251,3.287014158,0.0,0.0
2595,1,New Westminster,Meat Cutter,38.66687,5.145181606,20.41989029,0.9817254947115386
2596,1,Langley,Dairy Person,32.70001405,4.600080803,8.664671009,0.4165707215865384
2597,0,New Westminster,Meat Cutter,47.68418351,4.329657601,87.58462857,4.21079945048077
2598,0,Abbotsford,Produce Clerk,42.76611888,4.250197997,76.31479196,3.668980382692307
2599,0,Toad River,Meat Cutter,53.55228513,7.252136208,112.938695,5.429744951923077
2600,1,Richmond,Meat Cutter,51.96374105,3.356242305,109.0545281,5.243006158653847
2601,0,Giscome,Meat Cutter,32.93211411,4.597999328,0.0,0.0
2602,1,Lake Cowichan,Meat Cutter,45.3386522,4.539233344,42.02180164,2.020278925
2603,0,Prince George,Meat Cutter,48.92282048,3.414063251,95.54182287,4.59335686875
2604,1,Victoria,Meat Cutter,54.87246274,2.882050528,126.6881844,6.090778096153846
2605,0,Powell River,Meat Cutter,44.47479447,7.242960559,104.3418319,5.016434225961539
2606,0,Kamloops,Meat Cutter,36.43549032,4.815890833,0.0,0.0
2607,1,Surrey,Meat Cutter,36.94415537,3.797214725,39.91448225,1.9189654927884614
2608,0,Vancouver,Dairy Person,46.22121535,4.692016732,65.20885118,3.135040922115384
2609,1,Dawson Creek,Shelf Stocker,50.52561909,3.624749622,125.7008403,6.043309629807692
2610,0,Port Coquitlam,Meat Cutter,37.39401198,2.113163356,83.13051648,3.996659446153846
2611,0,Vancouver,Shelf Stocker,51.94452467,5.522581133,109.3250809,5.256013504807693
2612,0,Courtenay,Meat Cutter,41.58000053,4.473920372,23.31963612,1.1211363519230768
2613,0,New Westminster,Meat Cutter,40.93001872,5.923002347,47.8831481,2.3020744278846155
2614,1,Port Alberni,Meat Cutter,35.43821037,2.811080552,0.0,0.0
2615,1,Quesnel,Meat Cutter,48.23283788,5.664153728,97.74385344,4.699223723076923
2616,1,Richmond,Meat Cutter,52.20602024,2.949370432,98.42140499,4.731798316826923
2617,0,Kelowna,Meat Cutter,46.09438764,6.024276658,48.89493211,2.350717889903846
2618,0,West Vancouver,Meat Cutter,40.31067742,4.927444681,82.94988532,3.987975255769231
2619,1,Vancouver,Shelf Stocker,52.24352343,7.584464855,106.0001353,5.096160350961538
2620,1,Langley,Meat Cutter,25.46299215,5.872443863,0.0,0.0
2621,1,Surrey,Meat Cutter,34.27727757,5.574116965,16.6767892,0.8017687115384616
2622,1,New Westminster,Meat Cutter,28.37924309,7.177054517,44.48209709,2.138562360096154
2623,0,Kelowna,Meat Cutter,49.41541023,4.138224933,115.8070524,5.56764675
2624,1,Vancouver,Shelf Stocker,49.87129919,3.852839279,96.076719,4.619073028846154
2625,0,Yarrow,Meat Cutter,61.75155533,2.352783024,160.1525146,7.699640125
2626,1,Nanaimo,Meat Cutter,50.56556284,3.965066329,128.7360915,6.189235168269231
2627,0,New Westminster,Meat Cutter,44.8147494,4.228418272,88.11670495,4.236380045673077
2628,1,Chetwynd,Meat Cutter,40.85339998,7.048670186,51.42381838,2.472298960576923
2629,1,Burnaby,Meat Cutter,46.42679016,6.932281381,45.35667459,2.1806093552884613
2630,0,Chilliwack,Meat Cutter,39.84295417,3.169987832,60.92776708,2.9292195711538462
2631,0,Celista,Meat Cutter,34.88715432,4.729074725,0.0,0.0
2632,0,Burnaby,Baker,43.45912377,4.435357868,84.88034912,4.080786015384616
2633,0,Kelowna,Meat Cutter,25.62267023,4.667347785,0.719281033,0.034580818894230765
2634,0,Terrace,Meat Cutter,59.70502936,4.978921211,167.4281808,8.04943176923077
2635,1,Tappen,Produce Clerk,44.90172163,3.297245308,28.83732462,1.3864098375
2636,0,Victoria,Meat Cutter,18.59961724,6.615868633,0.0,0.0
2637,0,Kelowna,Meat Cutter,30.98817686,2.667782964,0.0,0.0
2638,0,Vancouver,Shelf Stocker,59.12552897,5.863190696,156.0604059,7.502904129807693
2639,1,Richmond,Meat Cutter,41.36421524,4.100240757,24.7947692,1.1920562115384616
2640,1,New Westminister,Meats Manager,40.27471315,2.899387431,39.48276471,1.898209841826923
2641,0,Prince George,Meat Cutter,36.79977536,3.242629399,22.03630854,1.0594379105769232
2642,1,Fort St John,Meat Cutter,51.26750476,4.621930468,100.9434934,4.853052567307692
2643,1,Oyster River,Meat Cutter,52.12482554,6.645024156,77.4133053,3.7217935240384614
2644,0,Victoria,Meat Cutter,32.51028642,4.685465635,22.74326027,1.0934259745192307
2645,0,Victoria,Meat Cutter,29.62018195,2.922333018,33.89567742,1.6295998759615384
2646,1,Vancouver,Shelf Stocker,32.81106368,4.378960912,0.0,0.0
2647,1,Vancouver,Shelf Stocker,57.84453393,5.690509203,60.49769112,2.9085428423076922
2648,1,North Vancouver,Meat Cutter,39.71472135,8.442236991,28.09698021,1.3508163562500002
2649,1,Tatla Lake,Meat Cutter,35.22191183,5.287661548,33.75706432,1.6229357846153845
2650,0,Vancouver,Dairy Person,52.56610494,2.752814997,122.6822565,5.898185408653846
2651,0,Cluculz Lake,Meat Cutter,54.2380105,2.502397922,104.1989114,5.009563048076923
2652,0,Vancouver,Dairy Person,36.08902501,3.724325742,37.04313097,1.780919758173077
2653,0,New Westminster,Meat Cutter,50.56410854,1.607570073,93.04201223,4.473173664903847
2654,1,Vancouver,Shelf Stocker,49.42393336,5.947364099,95.90346397,4.610743460096154
2655,1,Richmond,Meat Cutter,26.59883793,5.107575785,0.0,0.0
2656,1,Victoria,Meat Cutter,51.12833756,5.811756049,90.27653593,4.340218073557692
2657,1,Surrey,Meat Cutter,41.88910707,3.075565805,74.03798589,3.559518552403846
2658,1,Gibsons,Dairy Person,29.81647315,4.452309623,0.0,0.0
2659,1,Vancouver,Dairy Person,30.11987568,4.997708113,0.0,0.0
2660,0,New Westminster,Meat Cutter,57.08939368,4.773989268,112.6016878,5.413542682692308
2661,1,Victoria,Meat Cutter,43.07968342,4.401137994,44.31994432,2.1307665538461538
2662,1,Vancouver,Dairy Person,34.59331892,0.491518557,8.17114047,0.39284329182692307
2663,1,Richmond,Meat Cutter,42.32588161,3.905591961,0.0,0.0
2664,1,Vancouver,Shelf Stocker,38.42180116,5.636890496,22.85551766,1.098822964423077
2665,0,West Vancouver,Meat Cutter,33.91434003,6.859286629,54.77078193,2.6332106697115383
2666,0,Victoria,Meat Cutter,39.98939657,6.310113366,106.0970378,5.100819125
2667,0,Burnaby,Meat Cutter,46.31457073,5.186144922,53.32989952,2.5639374769230767
2668,0,Cranbrook,Meat Cutter,47.5954135,5.330093183,99.54463308,4.785799667307692
2669,0,Vancouver,Shelf Stocker,43.52013447,2.723848328,34.1528385,1.641963389423077
2670,0,Langley,Dairy Person,51.29860592,5.49331927,137.7023594,6.620305740384616
2671,1,Burnaby,Baker,41.40117485,6.889553103,50.38280851,2.422250409134615
2672,0,Terrace,Meat Cutter,55.19028981,3.612633556,124.6251105,5.991591850961539
